Id,text
1020," Redistribution is subject to the trademarklicense, especially commercial redistribution"
1021,"START: FULL LICENSETHE FULL PROJECT GUTENBERG LICENSEPLEASE READ THIS BEFORE YOU DISTRIBUTE OR USE THIS WORKTo protect the Project Gutenberg-tm mission of promoting the freedistribution of electronic works, by using or distributing this work(or any other work associated in any way with the phrase ""ProjectGutenberg""), you agree to comply with all the terms of the FullProject Gutenberg-tm License available with this file or online atwww"
1022,gutenberg
1023,org/license
1024,Section 1
1025, General Terms of Use and Redistributing ProjectGutenberg-tm electronic works1
1026,A
1027," By reading or using any part of this Project Gutenberg-tmelectronic work, you indicate that you have read, understand, agree toand accept all the terms of this license and intellectual property(trademark/copyright) agreement"
1028," If you do not agree to abide by allthe terms of this agreement, you must cease using and return ordestroy all copies of Project Gutenberg-tm electronic works in yourpossession"
1029," If you paid a fee for obtaining a copy of or access to aProject Gutenberg-tm electronic work and you do not agree to be boundby the terms of this agreement, you may obtain a refund from theperson or entity to whom you paid the fee as set forth in paragraph1"
1030,E
1031,8
1032,1
1033,B
1034," ""Project Gutenberg"" is a registered trademark"
1035, It may only beused on or associated in any way with an electronic work by people whoagree to be bound by the terms of this agreement
1036, There are a fewthings that you can do with most Project Gutenberg-tm electronic workseven without complying with the full terms of this agreement
1037, Seeparagraph 1
1038,C below
1039, There are a lot of things you can do with ProjectGutenberg-tm electronic works if you follow the terms of thisagreement and help preserve free future access to Project Gutenberg-tmelectronic works
1040, See paragraph 1
1041,E below
1042,1
1043,C
1044," The Project Gutenberg Literary Archive Foundation (""theFoundation"" or PGLAF), owns a compilation copyright in the collectionof Project Gutenberg-tm electronic works"
1045, Nearly all the individualworks in the collection are in the public domain in the UnitedStates
1046," If an individual work is unprotected by copyright law in theUnited States and you are located in the United States, we do notclaim a right to prevent you from copying, distributing, performing,displaying or creating derivative works based on the work as long asall references to Project Gutenberg are removed"
1047," Of course, we hopethat you will support the Project Gutenberg-tm mission of promotingfree access to electronic works by freely sharing Project Gutenberg-tmworks in compliance with the terms of this agreement for keeping theProject Gutenberg-tm name associated with the work"
1048, You can easilycomply with the terms of this agreement by keeping this work in thesame format with its attached full Project Gutenberg-tm License whenyou share it without charge with others
1049,1
1050,D
1051, The copyright laws of the place where you are located also governwhat you can do with this work
1052, Copyright laws in most countries arein a constant state of change
1053," If you are outside the United States,check the laws of your country in addition to the terms of thisagreement before downloading, copying, displaying, performing,distributing or creating derivative works based on this work or anyother Project Gutenberg-tm work"
1054, The Foundation makes norepresentations concerning the copyright status of any work in anycountry other than the United States
1055,1
1056,E
1057, Unless you have removed all references to Project Gutenberg:1
1058,E
1059,1
1060," The following sentence, with active links to, or otherimmediate access to, the full Project Gutenberg-tm License must appearprominently whenever any copy of a Project Gutenberg-tm work (any workon which the phrase ""Project Gutenberg"" appears, or with which thephrase ""Project Gutenberg"" is associated) is accessed, displayed,performed, viewed, copied or distributed:  This eBook is for the use of anyone anywhere in the United States and  most other parts of the world at no cost and with almost no  restrictions whatsoever"
1061," You may copy it, give it away or re-use it  under the terms of the Project Gutenberg License included with this  eBook or online at www"
1062,gutenberg
1063,org
1064," If you are not located in the  United States, you will have to check the laws of the country where  you are located before using this eBook"
1065,1
1066,E
1067,2
1068, If an individual Project Gutenberg-tm electronic work isderived from texts not protected by U
1069,S
1070," copyright law (does notcontain a notice indicating that it is posted with permission of thecopyright holder), the work can be copied and distributed to anyone inthe United States without paying any fees or charges"
1071," If you areredistributing or providing access to a work with the phrase ""ProjectGutenberg"" associated with or appearing on the work, you must complyeither with the requirements of paragraphs 1"
1072,E
1073,1 through 1
1074,E
1075,7 orobtain permission for the use of the work and the Project Gutenberg-tmtrademark as set forth in paragraphs 1
1076,E
1077,8 or 1
1078,E
1079,9
1080,1
1081,E
1082,3
1083," If an individual Project Gutenberg-tm electronic work is postedwith the permission of the copyright holder, your use and distributionmust comply with both paragraphs 1"
1084,E
1085,1 through 1
1086,E
1087,7 and anyadditional terms imposed by the copyright holder
1088, Additional termswill be linked to the Project Gutenberg-tm License for all worksposted with the permission of the copyright holder found at thebeginning of this work
1089,1
1090,E
1091,4
1092," Do not unlink or detach or remove the full Project Gutenberg-tmLicense terms from this work, or any files containing a part of thiswork or any other work associated with Project Gutenberg-tm"
1093,1
1094,E
1095,5
1096," Do not copy, display, perform, distribute or redistribute thiselectronic work, or any part of this electronic work, withoutprominently displaying the sentence set forth in paragraph 1"
1097,E
1098,1 withactive links or immediate access to the full terms of the ProjectGutenberg-tm License
1099,1
1100,E
1101,6
1102," You may convert to and distribute this work in any binary,compressed, marked up, nonproprietary or proprietary form, includingany word processing or hypertext form"
1103," However, if you provide accessto or distribute copies of a Project Gutenberg-tm work in a formatother than ""Plain Vanilla ASCII"" or other format used in the officialversion posted on the official Project Gutenberg-tm website(www"
1104,gutenberg
1105,"org), you must, at no additional cost, fee or expenseto the user, provide a copy, a means of exporting a copy, or a meansof obtaining a copy upon request, of the work in its original ""PlainVanilla ASCII"" or other form"
1106, Any alternate format must include thefull Project Gutenberg-tm License as specified in paragraph 1
1107,E
1108,1
1109,1
1110,E
1111,7
1112," Do not charge a fee for access to, viewing, displaying,performing, copying or distributing any Project Gutenberg-tm worksunless you comply with paragraph 1"
1113,E
1114,8 or 1
1115,E
1116,9
1117,1
1118,E
1119,8
1120, You may charge a reasonable fee for copies of or providingaccess to or distributing Project Gutenberg-tm electronic worksprovided that:* You pay a royalty fee of 20% of the gross profits you derive from  the use of Project Gutenberg-tm works calculated using the method  you already use to calculate your applicable taxes
1121," The fee is owed  to the owner of the Project Gutenberg-tm trademark, but he has  agreed to donate royalties under this paragraph to the Project  Gutenberg Literary Archive Foundation"
1122, Royalty payments must be paid  within 60 days following each date on which you prepare (or are  legally required to prepare) your periodic tax returns
1123," Royalty  payments should be clearly marked as such and sent to the Project  Gutenberg Literary Archive Foundation at the address specified in  Section 4, ""Information about donations to the Project Gutenberg  Literary Archive Foundation"
1124,"""* You provide a full refund of any money paid by a user who notifies  you in writing (or by e-mail) within 30 days of receipt that s/he  does not agree to the terms of the full Project Gutenberg-tm  License"
1125, You must require such a user to return or destroy all  copies of the works possessed in a physical medium and discontinue  all use of and all access to other copies of Project Gutenberg-tm  works
1126,"* You provide, in accordance with paragraph 1"
1127,F
1128,"3, a full refund of  any money paid for a work or a replacement copy, if a defect in the  electronic work is discovered and reported to you within 90 days of  receipt of the work"
1129,* You comply with all other terms of this agreement for free  distribution of Project Gutenberg-tm works
1130,1
1131,E
1132,9
1133," If you wish to charge a fee or distribute a ProjectGutenberg-tm electronic work or group of works on different terms thanare set forth in this agreement, you must obtain permission in writingfrom the Project Gutenberg Literary Archive Foundation, the manager ofthe Project Gutenberg-tm trademark"
1134, Contact the Foundation as setforth in Section 3 below
1135,1
1136,F
1137,1
1138,F
1139,1
1140," Project Gutenberg volunteers and employees expend considerableeffort to identify, do copyright research on, transcribe and proofreadworks not protected by U"
1141,S
1142, copyright law in creating the ProjectGutenberg-tm collection
1143," Despite these efforts, Project Gutenberg-tmelectronic works, and the medium on which they may be stored, maycontain ""Defects,"" such as, but not limited to, incomplete, inaccurateor corrupt data, transcription errors, a copyright or otherintellectual property infringement, a defective or damaged disk orother medium, a computer virus, or computer codes that damage orcannot be read by your equipment"
1144,1
1145,F
1146,2
1147," LIMITED WARRANTY, DISCLAIMER OF DAMAGES - Except for the ""Rightof Replacement or Refund"" described in paragraph 1"
1148,F
1149,"3, the ProjectGutenberg Literary Archive Foundation, the owner of the ProjectGutenberg-tm trademark, and any other party distributing a ProjectGutenberg-tm electronic work under this agreement, disclaim allliability to you for damages, costs and expenses, including legalfees"
1150," YOU AGREE THAT YOU HAVE NO REMEDIES FOR NEGLIGENCE, STRICTLIABILITY, BREACH OF WARRANTY OR BREACH OF CONTRACT EXCEPT THOSEPROVIDED IN PARAGRAPH 1"
1151,F
1152,3
1153," YOU AGREE THAT THE FOUNDATION, THETRADEMARK OWNER, AND ANY DISTRIBUTOR UNDER THIS AGREEMENT WILL NOT BELIABLE TO YOU FOR ACTUAL, DIRECT, INDIRECT, CONSEQUENTIAL, PUNITIVE ORINCIDENTAL DAMAGES EVEN IF YOU GIVE NOTICE OF THE POSSIBILITY OF SUCHDAMAGE"
1154,1
1155,F
1156,3
1157," LIMITED RIGHT OF REPLACEMENT OR REFUND - If you discover adefect in this electronic work within 90 days of receiving it, you canreceive a refund of the money (if any) you paid for it by sending awritten explanation to the person you received the work from"
1158," If youreceived the work on a physical medium, you must return the mediumwith your written explanation"
1159, The person or entity that provided youwith the defective work may elect to provide a replacement copy inlieu of a refund
1160," If you received the work electronically, the personor entity providing it to you may choose to give you a secondopportunity to receive the work electronically in lieu of a refund"
1161," Ifthe second copy is also defective, you may demand a refund in writingwithout further opportunities to fix the problem"
1162,1
1163,F
1164,4
1165, Except for the limited right of replacement or refund set forthin paragraph 1
1166,F
1167,"3, this work is provided to you 'AS-IS', WITH NOOTHER WARRANTIES OF ANY KIND, EXPRESS OR IMPLIED, INCLUDING BUT NOTLIMITED TO WARRANTIES OF MERCHANTABILITY OR FITNESS FOR ANY PURPOSE"
1168,1
1169,F
1170,5
1171, Some states do not allow disclaimers of certain impliedwarranties or the exclusion or limitation of certain types ofdamages
1172," If any disclaimer or limitation set forth in this agreementviolates the law of the state applicable to this agreement, theagreement shall be interpreted to make the maximum disclaimer orlimitation permitted by the applicable state law"
1173, The invalidity orunenforceability of any provision of this agreement shall not void theremaining provisions
1174,1
1175,F
1176,6
1177," INDEMNITY - You agree to indemnify and hold the Foundation, thetrademark owner, any agent or employee of the Foundation, anyoneproviding copies of Project Gutenberg-tm electronic works inaccordance with this agreement, and any volunteers associated with theproduction, promotion and distribution of Project Gutenberg-tmelectronic works, harmless from all liability, costs and expenses,including legal fees, that arise directly or indirectly from any ofthe following which you do or cause to occur: (a) distribution of thisor any Project Gutenberg-tm work, (b) alteration, modification, oradditions or deletions to any Project Gutenberg-tm work, and (c) anyDefect you cause"
1178,Section 2
1179," Information about the Mission of Project Gutenberg-tmProject Gutenberg-tm is synonymous with the free distribution ofelectronic works in formats readable by the widest variety ofcomputers including obsolete, old, middle-aged and new computers"
1180, Itexists because of the efforts of hundreds of volunteers and donationsfrom people in all walks of life
1181,Volunteers and financial support to provide volunteers with theassistance they need are critical to reaching Project Gutenberg-tm'sgoals and ensuring that the Project Gutenberg-tm collection willremain freely available for generations to come
1182," In 2001, the ProjectGutenberg Literary Archive Foundation was created to provide a secureand permanent future for Project Gutenberg-tm and futuregenerations"
1183," To learn more about the Project Gutenberg LiteraryArchive Foundation and how your efforts and donations can help, seeSections 3 and 4 and the Foundation information page atwww"
1184,gutenberg
1185,orgSection 3
1186, Information about the Project Gutenberg LiteraryArchive FoundationThe Project Gutenberg Literary Archive Foundation is a non-profit501(c)(3) educational corporation organized under the laws of thestate of Mississippi and granted tax exempt status by the InternalRevenue Service
1187, The Foundation's EIN or federal tax identificationnumber is 64-6221541
1188, Contributions to the Project Gutenberg LiteraryArchive Foundation are tax deductible to the full extent permitted byU
1189,S
1190, federal laws and your state's laws
1191,"The Foundation's business office is located at 809 North 1500 West,Salt Lake City, UT 84116, (801) 596-1887"
1192, Email contact links and upto date contact information can be found at the Foundation's websiteand official page at www
1193,gutenberg
1194,org/contactSection 4
1195, Information about Donations to the Project GutenbergLiterary Archive FoundationProject Gutenberg-tm depends upon and cannot survive withoutwidespread public support and donations to carry out its mission ofincreasing the number of public domain and licensed works that can befreely distributed in machine-readable form accessible by the widestarray of equipment including outdated equipment
1196," Many small donations($1 to $5,000) are particularly important to maintaining tax exemptstatus with the IRS"
1197,The Foundation is committed to complying with the laws regulatingcharities and charitable donations in all 50 states of the UnitedStates
1198," Compliance requirements are not uniform and it takes aconsiderable effort, much paperwork and many fees to meet and keep upwith these requirements"
1199, We do not solicit donations in locationswhere we have not received written confirmation of compliance
1200, To SENDDONATIONS or determine the status of compliance for any particularstate visit www
1201,gutenberg
1202,"org/donateWhile we cannot and do not solicit contributions from states where wehave not met the solicitation requirements, we know of no prohibitionagainst accepting unsolicited donations from donors in such states whoapproach us with offers to donate"
1203,"International donations are gratefully accepted, but we cannot makeany statements concerning tax treatment of donations received fromoutside the United States"
1204, U
1205,S
1206, laws alone swamp our small staff
1207,Please check the Project Gutenberg web pages for current donationmethods and addresses
1208," Donations are accepted in a number of otherways including checks, online payments and credit card donations"
1209," Todonate, please visit: www"
1210,gutenberg
1211,org/donateSection 5
1212, General Information About Project Gutenberg-tm electronic worksProfessor Michael S
1213, Hart was the originator of the ProjectGutenberg-tm concept of a library of electronic works that could befreely shared with anyone
1214," For forty years, he produced anddistributed Project Gutenberg-tm eBooks with only a loose network ofvolunteer support"
1215,"Project Gutenberg-tm eBooks are often created from several printededitions, all of which are confirmed as not protected by copyright inthe U"
1216,S
1217, unless a copyright notice is included
1218," Thus, we do notnecessarily keep eBooks in compliance with any particular paperedition"
1219,Most people start at our website which has the main PG searchfacility: www
1220,gutenberg
1221,"orgThis website includes information about Project Gutenberg-tm,including how to make donations to the Project Gutenberg LiteraryArchive Foundation, how to help produce our new eBooks, and how tosubscribe to our email newsletter to hear about new eBooks"
